,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_Tenure_Ratio
3483,18,1,30,1,77.8,1358.6,0,75.47777777777777
3484,38,1,30,1,83.45,3147.15,0,82.81973684210527
3485,2,1,30,4,73.25,131.05,1,65.525
3487,52,1,730,3,20.1,1078.75,0,20.745192307692307
3488,9,1,30,2,59.9,542.4,0,60.266666666666666
3489,26,1,365,4,90.1,2312.55,0,88.94423076923077
3490,8,1,30,1,51.05,415.05,1,51.88125
3491,44,1,365,1,70.95,3250.45,0,73.87386363636364
3492,3,0,30,2,29.2,98.5,0,32.833333333333336
3493,2,1,30,3,46.6,87.9,0,43.95
3494,9,1,30,3,85.35,754.65,1,83.85
3495,1,1,30,1,75.35,75.35,1,75.35
3496,25,1,30,3,74.3,1952.25,0,78.09
3497,2,1,30,1,69.3,153.8,0,76.9
3498,43,1,30,1,75.2,3198.6,1,74.38604651162791
3499,1,1,30,2,20.9,20.9,1,20.9
3502,44,0,365,1,54.0,2440.25,0,55.46022727272727
3505,9,0,30,1,24.95,190.25,0,21.13888888888889
3506,19,1,30,1,84.75,1651.95,0,86.94473684210527
3507,4,1,30,2,19.75,78.3,0,19.575
3509,1,1,30,2,44.9,44.9,0,44.9
3510,8,1,30,1,75.25,576.7,0,72.0875
3511,53,1,730,2,24.6,1279.0,0,24.132075471698112
3512,51,1,365,3,25.0,1260.7,0,24.719607843137254
3513,11,1,30,3,20.95,267.35,0,24.30454545454546
3515,17,1,30,4,55.5,934.15,0,54.949999999999996
3516,3,1,30,1,43.3,123.65,1,41.21666666666667
3518,1,1,30,2,19.45,19.45,0,19.45
3519,43,1,30,1,84.85,3645.6,0,84.78139534883721
3520,16,1,30,2,19.6,314.45,0,19.653125
3521,57,1,365,1,53.45,3053.0,0,53.56140350877193
3522,37,1,365,4,19.8,677.05,0,18.298648648648648
3524,11,1,30,4,84.8,906.85,1,82.44090909090909
3526,5,1,30,1,50.35,237.25,1,47.45
3527,1,1,30,3,74.6,74.6,1,74.6
3528,16,1,30,2,19.7,342.4,1,21.4
3529,2,1,30,1,74.2,140.1,0,70.05
3530,17,1,30,2,69.0,1108.0,0,65.17647058823529
3531,16,1,365,4,19.35,295.55,0,18.471875
3532,15,1,30,1,59.45,892.65,1,59.51
3533,10,1,365,2,19.8,198.25,0,19.825
3536,1,1,30,2,79.15,79.15,0,79.15
3537,25,1,365,2,53.65,1355.45,0,54.218
3539,8,1,30,2,45.15,438.4,1,54.8
3541,49,0,30,3,40.65,2070.75,0,42.26020408163265
3542,29,0,365,4,55.35,1636.95,0,56.44655172413793
3544,31,1,30,1,93.8,3019.5,1,97.40322580645162
3549,61,1,730,3,68.05,4158.25,0,68.16803278688525
3550,32,1,30,1,96.2,3183.4,1,99.48125
3551,1,1,30,1,79.6,79.6,1,79.6
3554,7,1,30,1,71.05,472.65,0,67.52142857142857
3555,20,1,30,1,85.25,1734.5,1,86.725
3556,6,1,365,2,19.45,113.5,0,18.916666666666668
3557,33,0,30,3,59.45,1884.65,0,57.11060606060607
3558,28,1,365,3,92.2,2568.15,0,91.71964285714286
3559,27,1,730,4,19.85,470.0,0,17.40740740740741
3560,7,1,30,2,43.9,278.4,0,39.771428571428565
3561,26,1,30,1,80.5,2088.8,1,80.33846153846154
3562,5,1,30,1,89.8,502.6,1,100.52000000000001
3563,30,1,30,4,90.5,2595.85,0,86.52833333333334
3565,1,1,30,1,50.75,50.75,1,50.75
3567,14,1,30,4,89.65,1208.35,1,86.31071428571428
3569,17,1,365,2,19.95,310.6,0,18.27058823529412
3570,16,1,730,2,20.5,290.55,0,18.159375
3571,35,1,30,1,62.1,2096.1,0,59.888571428571424
3572,32,1,30,1,79.5,2665.0,0,83.28125
3573,28,1,30,3,19.55,543.8,0,19.42142857142857
3574,1,1,30,2,20.35,20.35,0,20.35
3575,59,0,30,1,51.7,3005.8,0,50.94576271186441
3577,36,1,365,2,65.4,2498.4,1,69.4
3578,40,1,30,2,65.1,2586.0,0,64.65
3579,40,1,30,1,81.2,3292.3,0,82.3075
3580,9,1,30,2,72.9,651.4,1,72.37777777777778
3582,3,1,30,1,80.5,232.35,0,77.45
3583,40,0,365,2,60.3,2448.5,0,61.2125
3584,8,1,30,2,75.0,658.1,0,82.2625
3585,34,1,365,2,90.15,3128.8,0,92.02352941176471
3586,5,0,30,2,40.0,223.45,1,44.69
3588,9,1,30,4,69.05,653.95,0,72.66111111111111
3589,31,1,30,3,59.7,1825.5,0,58.88709677419355
3590,50,1,365,3,19.85,943.1,0,18.862000000000002
3591,2,1,30,1,86.25,181.65,1,90.825
3592,1,1,30,1,45.65,45.65,1,45.65
3593,8,1,30,2,70.1,551.35,1,68.91875
3594,9,0,30,1,40.75,359.4,0,39.93333333333333
3595,2,1,30,3,70.2,115.95,1,57.975
3596,3,1,30,1,55.35,165.2,1,55.06666666666666
3597,25,1,30,4,95.7,2338.35,0,93.53399999999999
3598,1,1,30,1,46.3,46.3,0,46.3
3599,45,1,30,2,81.3,3541.1,0,78.69111111111111
3600,51,1,30,1,84.2,4146.05,1,81.29509803921569
3601,55,1,30,4,20.0,1087.25,0,19.76818181818182
3602,38,1,30,3,66.15,2522.4,0,66.37894736842105
3603,2,1,30,2,45.85,81.0,1,40.5
3604,38,1,30,1,19.6,717.3,0,18.876315789473683
3605,34,1,30,1,49.8,1734.2,0,51.00588235294118
3607,13,1,365,2,55.15,742.9,0,57.146153846153844
3608,39,1,30,1,75.25,3017.65,1,77.37564102564103
3612,21,1,30,1,73.7,1558.7,0,74.22380952380952
3613,55,0,365,3,50.05,2743.45,0,49.880909090909086
3617,18,0,30,1,48.35,810.7,1,45.03888888888889
3618,47,1,30,1,54.25,2538.2,0,54.00425531914893
3620,33,0,30,1,50.0,1750.85,0,53.056060606060605
3621,2,0,30,2,24.4,36.55,1,18.275
3623,37,1,30,3,72.25,2575.45,0,69.60675675675675
3626,23,1,30,3,55.3,1284.2,0,55.834782608695654
3627,16,1,365,2,20.1,296.15,0,18.509375
3628,9,1,30,2,69.5,653.25,0,72.58333333333333
3629,17,1,730,2,25.15,412.6,0,24.27058823529412
3630,4,1,30,3,20.95,85.5,1,21.375
3631,1,1,30,1,49.55,49.55,1,49.55
3632,24,1,30,2,79.65,1928.7,0,80.3625
3633,1,1,30,1,71.25,71.25,0,71.25
3636,11,1,30,4,19.7,216.2,0,19.654545454545453
3637,9,1,30,2,20.25,178.5,1,19.833333333333332
3638,2,1,30,4,50.15,115.1,1,57.55
3640,29,1,30,1,95.9,2745.2,1,94.66206896551724
3641,49,1,730,3,74.45,3721.9,0,75.95714285714286
3643,53,1,365,4,19.05,990.45,0,18.687735849056605
3644,39,1,730,2,25.0,1004.35,0,25.752564102564104
3645,9,1,30,2,19.05,157.65,0,17.516666666666666
3646,39,1,365,1,81.9,3219.75,0,82.5576923076923
3647,8,1,30,1,69.7,572.85,0,71.60625
3652,1,0,30,1,25.25,25.25,1,25.25
3653,38,0,730,3,60.0,2193.2,0,57.715789473684204
3654,28,1,30,4,89.9,2433.5,0,86.91071428571429
3655,32,1,30,3,19.4,641.15,0,20.0359375
3656,49,1,730,2,49.8,2398.4,0,48.946938775510205
3657,37,1,730,3,24.1,861.85,0,23.293243243243243
3658,10,1,30,1,54.25,583.0,0,58.3
3660,7,0,365,4,35.5,249.55,0,35.65
3662,9,1,30,1,45.15,416.45,1,46.27222222222222
3663,9,1,30,2,88.4,788.6,0,87.62222222222222
3664,4,1,30,2,50.8,202.3,0,50.575
3666,50,1,30,3,84.4,4116.15,1,82.323
3667,24,1,730,1,96.55,2263.45,0,94.31041666666665
3668,22,1,365,3,59.75,1374.35,0,62.470454545454544
3670,33,1,30,3,24.25,838.5,0,25.40909090909091
3671,1,1,30,1,75.1,75.1,1,75.1
3672,54,1,365,4,70.15,3715.65,1,68.80833333333334
3674,1,1,30,1,45.8,45.8,1,45.8
3675,1,1,30,2,20.5,20.5,0,20.5
3676,30,1,365,1,70.4,2044.75,0,68.15833333333333
3677,1,0,30,2,30.55,30.55,0,30.55
3678,16,1,30,1,84.9,1398.25,0,87.390625
3679,1,1,30,2,20.1,20.1,1,20.1
3680,9,0,30,2,40.65,328.95,1,36.55
3682,1,1,30,1,69.1,69.1,1,69.1
3684,43,1,30,4,75.35,3161.4,0,73.52093023255814
3685,50,0,365,3,44.45,2188.45,0,43.769
3686,13,1,30,2,75.0,999.45,1,76.88076923076923
3689,1,1,30,1,71.15,71.15,1,71.15
3690,24,0,30,4,54.15,1240.25,1,51.677083333333336
3691,40,1,365,3,63.9,2635.0,0,65.875
3692,3,1,30,3,69.15,235.0,0,78.33333333333333
3693,37,1,365,3,64.65,2347.85,0,63.4554054054054
3696,6,1,30,1,49.15,270.8,1,45.13333333333333
3697,32,1,30,1,89.6,2901.8,0,90.68125
3699,30,1,365,3,70.25,2198.9,0,73.29666666666667
3700,20,1,30,1,19.4,374.5,1,18.725
3701,27,1,730,1,24.5,761.95,0,28.22037037037037
3702,20,1,30,1,79.15,1520.9,1,76.045
3703,9,1,365,2,20.1,190.25,0,21.13888888888889
3706,26,1,30,2,84.3,2281.6,0,87.75384615384615
3708,11,1,730,2,20.4,231.45,0,21.04090909090909
3709,1,1,30,2,50.75,50.75,0,50.75
3710,10,1,365,2,20.45,242.4,0,24.240000000000002
3711,55,1,365,3,75.75,4264.25,0,77.53181818181818
3712,44,1,365,1,65.4,2774.55,0,63.05795454545455
3713,46,1,30,1,80.4,3605.2,1,78.37391304347825
3715,11,1,30,1,78.5,874.2,0,79.47272727272728
3717,29,1,30,3,48.95,1323.7,0,45.6448275862069
3719,28,1,365,4,18.25,534.7,0,19.09642857142857
3720,42,1,30,4,54.55,2455.05,0,58.453571428571436
3721,2,1,30,2,20.65,38.7,1,19.35
3722,23,0,365,3,40.65,947.4,0,41.19130434782608
3723,18,1,30,2,20.45,357.0,0,19.833333333333332
3725,1,1,30,2,70.8,70.8,1,70.8
3726,16,1,30,4,89.05,1448.6,1,90.5375
3727,3,1,30,1,96.6,291.9,1,97.3
3731,2,1,30,1,69.8,146.65,0,73.325
3732,23,1,730,3,77.15,1759.4,0,76.49565217391304
3733,25,0,730,3,35.05,844.45,0,33.778
3735,2,1,30,1,84.05,134.05,0,67.025
3736,8,1,365,3,20.2,140.95,0,17.61875
3737,5,1,30,2,50.6,249.95,1,49.989999999999995
3738,35,0,30,1,49.2,1701.65,0,48.61857142857143
3739,24,1,365,1,24.6,592.65,0,24.693749999999998
3740,2,1,30,1,71.65,135.75,0,67.875
3743,4,1,30,1,49.35,219.65,1,54.9125
3744,26,1,365,3,75.5,2018.1,0,77.61923076923077
3745,7,1,30,1,94.25,669.0,1,95.57142857142857
3746,1,1,30,1,68.95,68.95,1,68.95
3747,4,1,30,2,58.5,224.85,0,56.2125
3748,48,1,730,4,78.9,3771.5,0,78.57291666666667
3749,2,1,30,1,93.85,196.75,1,98.375
3750,12,1,365,1,79.2,943.85,0,78.65416666666667
3752,55,1,730,1,59.2,3175.85,0,57.74272727272727
3753,1,0,30,2,29.15,29.15,0,29.15
3754,1,1,30,2,20.05,20.05,0,20.05
3755,4,1,30,1,76.05,318.9,1,79.725
3756,1,0,30,2,24.45,24.45,1,24.45
3757,42,1,730,4,66.5,2762.75,0,65.7797619047619
3758,1,1,30,3,49.55,49.55,0,49.55
3759,7,1,30,4,89.35,631.85,1,90.26428571428572
3760,3,1,30,4,73.6,232.5,0,77.5
3762,15,1,30,1,49.0,749.25,0,49.95
3763,4,1,30,1,80.35,307.4,1,76.85
3764,11,1,365,1,25.2,245.15,0,22.286363636363635
3765,5,1,30,2,25.45,134.75,0,26.95
3766,1,1,30,1,55.8,55.8,1,55.8
3768,55,1,30,4,77.75,4266.4,0,77.57090909090908
3769,40,1,30,1,26.2,1077.5,0,26.9375
3770,57,1,730,3,19.9,1115.6,0,19.5719298245614
3771,1,1,30,1,79.05,79.05,1,79.05
3772,1,1,30,1,95.0,95.0,1,95.0
3773,1,0,30,2,25.2,25.2,1,25.2
3774,52,1,365,1,80.85,4079.55,0,78.45288461538462
3776,43,1,365,2,56.35,2391.15,0,55.608139534883726
3777,47,1,730,3,19.3,890.5,0,18.9468085106383
3778,3,1,30,3,50.4,137.25,0,45.75
3780,55,1,730,4,55.25,3119.9,0,56.72545454545455
3781,29,1,365,2,19.1,529.5,0,18.25862068965517
3782,12,1,30,1,84.05,966.55,0,80.54583333333333
3785,10,1,30,1,89.8,914.3,1,91.42999999999999
3786,27,1,30,3,75.75,1929.0,0,71.44444444444444
3789,9,1,30,2,19.85,178.8,0,19.866666666666667
3790,2,1,365,4,19.3,28.3,1,14.15
3791,6,1,30,1,69.1,435.0,0,72.5
3792,26,1,30,1,91.25,2351.8,1,90.45384615384616
3793,9,1,30,2,20.25,186.15,0,20.683333333333334
3794,8,1,30,2,54.75,445.85,0,55.73125
3795,12,1,30,1,81.45,912.0,0,76.0
3796,15,1,30,1,49.1,679.55,1,45.30333333333333
3797,43,1,365,1,80.2,3581.6,0,83.29302325581395
3799,31,1,30,4,65.25,1994.3,1,64.33225806451613
3801,18,1,30,1,85.45,1505.85,1,83.65833333333333
3802,1,1,30,2,20.0,20.0,0,20.0
3804,10,1,30,1,79.85,797.25,0,79.725
3805,1,1,30,1,71.65,71.65,1,71.65
3806,18,1,30,1,73.55,1359.45,0,75.525
3808,3,1,30,2,19.3,54.7,0,18.233333333333334
3809,50,1,365,4,20.15,989.05,0,19.781
3810,1,1,30,1,44.55,44.55,0,44.55
3811,2,1,30,2,54.45,87.3,0,43.65
3812,17,1,365,3,19.65,351.55,0,20.679411764705883
3815,3,1,30,1,74.25,210.3,1,70.10000000000001
3816,50,1,730,3,75.15,3822.45,0,76.449
3817,53,1,730,2,20.25,1048.45,0,19.782075471698114
3819,46,0,365,3,30.75,1489.3,0,32.37608695652174
3821,1,1,30,1,74.2,74.2,1,74.2
3822,6,1,30,2,94.05,518.75,0,86.45833333333333
3824,4,1,30,2,55.3,238.5,0,59.625
3825,52,1,730,2,19.35,1031.7,0,19.840384615384615
3827,2,1,365,2,20.45,34.8,0,17.4
3831,25,1,365,1,89.05,2177.45,1,87.098
3832,51,1,365,4,78.65,3950.85,0,77.46764705882353
3833,12,1,30,3,74.75,827.05,0,68.92083333333333
3834,57,1,365,3,70.1,3913.3,1,68.65438596491228
3835,24,1,365,2,19.9,533.5,0,22.229166666666668
3839,15,1,30,2,20.05,284.3,0,18.953333333333333
3841,36,1,30,1,96.5,3436.1,1,95.44722222222222
3842,27,1,30,4,95.0,2462.55,0,91.20555555555556
3843,1,1,30,2,70.85,70.85,1,70.85
3844,35,1,365,4,85.95,3110.1,1,88.86
3845,4,1,30,1,73.9,280.85,1,70.2125
3846,8,1,30,1,45.45,411.75,0,51.46875
3847,10,1,30,4,20.0,198.6,0,19.86
3848,2,1,30,2,49.2,103.7,0,51.85
3850,51,1,730,4,83.25,4089.45,0,80.18529411764706
3851,46,1,730,2,19.25,864.2,0,18.786956521739132
3852,1,1,30,3,19.65,19.65,0,19.65
3853,46,1,30,3,72.8,3249.4,0,70.63913043478261
3855,53,1,30,4,65.0,3363.8,0,63.46792452830189
3857,5,1,30,3,20.65,93.55,0,18.71
3858,47,1,365,3,86.95,4138.9,0,88.06170212765957
3860,19,0,30,4,25.35,566.1,0,29.794736842105266
3865,1,1,30,2,24.0,24.0,0,24.0
3866,19,1,730,2,25.6,485.9,0,25.573684210526313
3867,26,1,730,4,73.5,1905.7,0,73.29615384615384
3868,21,1,30,3,74.05,1565.7,1,74.55714285714286
3873,51,0,730,3,34.2,1782.0,0,34.94117647058823
3874,9,1,30,1,43.75,405.7,0,45.077777777777776
3877,21,0,365,1,55.95,1157.05,1,55.09761904761905
3879,1,1,30,1,45.75,45.75,1,45.75
3880,26,1,365,4,82.0,2083.1,0,80.11923076923077
3882,4,1,30,4,44.8,176.2,0,44.05
3883,12,1,30,1,79.8,1001.2,0,83.43333333333334
3884,18,1,30,1,88.85,1594.75,0,88.59722222222223
3885,3,1,30,1,74.95,212.4,0,70.8
3887,11,1,30,1,74.95,815.5,1,74.13636363636364
3888,1,1,30,4,80.15,80.15,1,80.15
3889,13,1,365,4,19.3,259.65,0,19.97307692307692
3891,42,1,365,4,56.1,2386.85,0,56.8297619047619
3892,17,1,30,4,19.7,340.35,0,20.02058823529412
3893,7,1,30,2,51.3,419.35,0,59.90714285714286
3895,56,1,730,3,24.15,1402.25,0,25.040178571428573
3896,38,1,365,2,20.3,749.35,0,19.719736842105263
3898,48,1,365,4,25.05,1171.5,0,24.40625
3900,35,1,365,2,19.65,708.8,0,20.25142857142857
3902,1,0,30,2,29.9,29.9,0,29.9
3904,34,1,30,2,20.8,635.9,0,18.70294117647059
3905,3,0,30,4,35.2,108.95,1,36.31666666666667
3906,1,1,30,1,78.8,78.8,1,78.8
3907,19,1,30,2,89.95,1682.4,0,88.54736842105264
3909,11,1,730,4,19.55,223.15,0,20.286363636363635
3911,18,1,30,1,49.4,874.8,1,48.599999999999994
3914,39,1,365,2,19.9,791.15,0,20.285897435897436
3916,2,1,30,2,69.95,143.9,0,71.95
3917,1,1,30,1,69.1,69.1,1,69.1
3918,20,1,30,1,90.2,1776.55,1,88.8275
3919,6,1,30,3,93.55,536.4,1,89.39999999999999
3921,24,1,30,2,66.3,1559.45,0,64.97708333333334
3923,1,1,30,2,80.85,80.85,1,80.85
3924,48,1,365,2,82.05,4029.95,1,83.95729166666666
3925,37,1,365,2,72.1,2658.4,0,71.84864864864865
3926,11,0,30,2,34.7,383.55,0,34.86818181818182
3927,3,1,30,4,20.55,51.15,1,17.05
3928,18,1,30,4,95.95,1745.5,0,96.97222222222223
3929,50,1,365,3,44.8,2230.85,0,44.617
3931,25,1,30,2,71.05,1837.7,0,73.508
3932,2,1,30,1,78.55,149.55,1,74.775
3933,9,1,30,4,19.7,180.7,0,20.077777777777776
3934,10,0,365,2,40.25,411.45,0,41.144999999999996
3936,9,1,30,3,68.25,576.95,0,64.10555555555555
3937,4,1,30,4,20.15,68.45,0,17.1125
3938,2,1,30,2,50.95,123.05,0,61.525
3939,1,1,30,1,78.65,78.65,1,78.65
3940,19,0,30,3,25.15,468.35,0,24.650000000000002
3941,7,1,30,3,20.25,174.7,0,24.957142857142856
3942,1,1,30,1,42.9,42.9,1,42.9
3943,1,1,30,1,44.0,44.0,0,44.0
3944,9,1,365,2,20.25,172.35,0,19.15
3945,3,0,30,2,34.25,139.35,1,46.449999999999996
3946,9,0,30,2,58.5,539.85,1,59.983333333333334
3947,5,1,30,4,55.8,300.4,0,60.08
3949,18,1,30,2,57.65,992.7,0,55.150000000000006
3953,6,1,30,1,74.4,434.1,1,72.35000000000001
3954,17,1,30,1,94.8,1563.9,0,91.99411764705883
3955,29,0,30,1,45.9,1332.4,0,45.9448275862069
3958,16,1,30,3,73.85,1284.2,1,80.2625
3959,59,1,365,3,61.35,3645.5,0,61.78813559322034
3960,3,1,30,1,57.55,161.45,0,53.81666666666666
3961,8,0,30,2,29.25,226.95,0,28.36875
3962,7,1,30,1,84.55,646.85,1,92.40714285714286
3967,32,1,365,2,19.3,593.2,0,18.5375
3969,1,1,30,4,69.95,69.95,0,69.95
3970,42,1,365,4,63.7,2763.35,0,65.79404761904762
3971,25,1,730,4,24.75,692.1,1,27.684
3972,45,1,30,3,50.9,2298.55,0,51.07888888888889
3973,43,0,365,4,60.4,2640.55,0,61.40813953488372
3974,37,1,365,2,79.25,2911.8,0,78.6972972972973
3975,20,1,30,4,85.8,1727.5,1,86.375
3976,4,0,30,1,24.45,86.6,1,21.65
3978,3,1,30,2,90.7,237.65,0,79.21666666666667
3981,8,1,30,1,85.2,695.75,0,86.96875
3983,1,0,30,1,24.25,24.25,1,24.25
3985,16,1,30,3,54.55,825.1,0,51.56875
3987,11,1,30,1,76.5,837.95,1,76.17727272727274
3988,51,1,365,4,81.15,4126.2,0,80.90588235294118
3989,8,0,30,1,38.5,330.8,0,41.35
3990,14,1,30,1,92.9,1337.45,0,95.53214285714286
3991,4,1,30,1,93.5,362.2,1,90.55
3995,28,1,30,3,74.9,2068.55,1,73.87678571428572
3996,24,1,730,2,20.75,487.05,0,20.29375
3998,42,1,30,2,54.5,2301.15,0,54.78928571428572
3999,2,1,30,1,69.6,131.65,1,65.825
4003,38,1,730,2,20.3,743.05,0,19.553947368421053
4005,1,1,30,2,24.05,24.05,1,24.05
4007,55,1,730,3,25.7,1443.65,0,26.24818181818182
4008,51,0,365,1,56.15,2898.95,0,56.84215686274509
4010,1,1,30,2,20.4,20.4,0,20.4
4011,23,1,730,2,19.65,451.55,0,19.632608695652173
4012,1,1,30,1,50.55,50.55,1,50.55
4013,2,1,30,2,54.35,117.05,0,58.525
4015,36,1,365,2,54.45,1893.5,0,52.59722222222222
4016,1,1,30,2,45.35,45.35,0,45.35
4017,28,1,365,2,59.0,1654.45,0,59.0875
4018,7,1,365,1,69.45,477.05,0,68.15
4021,1,1,30,2,20.5,20.5,1,20.5
4022,10,1,30,2,18.85,163.2,0,16.32
4023,42,1,365,3,19.8,849.9,0,20.235714285714284
4024,7,0,30,3,25.05,189.95,0,27.135714285714283
4025,4,1,30,3,74.8,321.9,1,80.475
4027,20,0,30,1,24.45,482.8,1,24.14
4029,56,0,730,3,45.05,2560.1,0,45.716071428571425
4030,5,1,30,2,51.0,286.8,0,57.36
4034,8,1,30,3,44.65,369.15,0,46.14375
4036,18,1,30,2,20.25,401.95,0,22.330555555555556
4037,59,1,730,2,25.45,1534.05,0,26.000847457627117
4038,60,1,730,2,20.6,1093.0,0,18.216666666666665
4039,7,1,30,1,94.1,701.3,0,100.18571428571428
4040,59,0,365,2,34.8,1980.3,0,33.56440677966101
4041,46,0,730,3,60.75,2893.4,0,62.9
4042,5,1,30,1,51.35,262.3,0,52.46
4043,59,0,730,4,64.05,3886.85,0,65.87881355932203
4045,14,1,30,4,71.0,914.0,1,65.28571428571429
4046,44,1,30,2,50.15,2139.1,0,48.61590909090909
4048,58,0,730,2,59.75,3624.35,0,62.48879310344827
4052,30,0,30,1,40.3,1172.95,1,39.098333333333336
4053,11,1,30,3,60.25,662.95,0,60.26818181818182
4054,34,0,30,1,56.25,1765.95,0,51.93970588235294
4055,54,0,730,3,46.2,2431.95,0,45.036111111111104
4056,3,0,30,1,50.6,155.35,1,51.78333333333333
4058,40,1,30,1,84.85,3303.05,1,82.57625
4059,2,1,30,2,65.7,134.35,1,67.175
4060,54,1,730,4,63.35,3409.1,0,63.13148148148148
4061,14,1,30,3,50.1,709.5,0,50.67857142857143
4062,1,1,30,1,70.5,70.5,1,70.5
4063,10,1,30,1,94.85,953.45,1,95.345
4064,1,1,30,1,50.15,50.15,0,50.15
4065,1,1,30,2,19.75,19.75,1,19.75
4066,56,1,365,3,64.65,3665.55,0,65.45625
4068,14,1,365,2,19.5,272.0,0,19.428571428571427
4070,55,1,30,1,74.0,4052.4,0,73.68
4071,16,0,30,1,38.9,664.4,0,41.525
4072,9,1,30,1,79.55,718.55,0,79.83888888888889
4073,14,1,30,1,65.45,937.6,1,66.97142857142858
4075,53,0,30,3,46.3,2546.85,0,48.053773584905656
4077,14,1,30,1,95.8,1346.3,0,96.16428571428571
4078,22,1,365,3,67.5,1544.05,1,70.18409090909091
4079,10,1,30,4,78.15,765.15,0,76.515
4080,29,1,730,2,26.1,692.55,0,23.88103448275862
4081,1,1,30,1,69.6,69.6,1,69.6
4082,49,1,365,1,84.35,4059.35,1,82.84387755102041
4084,1,1,30,1,78.05,78.05,1,78.05
4085,30,0,365,4,40.35,1187.05,0,39.568333333333335
4087,10,1,30,2,20.9,247.0,0,24.7
4088,7,1,30,1,73.6,520.0,1,74.28571428571429
4089,9,1,30,1,74.75,706.6,1,78.51111111111112
4090,1,1,30,2,49.9,49.9,0,49.9
4091,20,1,30,4,68.9,1370.35,0,68.5175
4092,1,1,30,2,20.25,20.25,0,20.25
4093,29,1,30,4,76.0,2215.25,0,76.38793103448276
4094,1,1,30,1,74.0,74.0,0,74.0
4095,3,1,30,2,82.3,214.4,0,71.46666666666667
4096,20,1,30,3,89.4,1871.15,0,93.5575
4098,1,1,30,2,20.2,20.2,1,20.2
4099,6,0,30,3,29.45,161.45,0,26.90833333333333
4100,50,1,730,1,19.8,1013.2,0,20.264
4101,6,1,30,3,59.15,336.7,0,56.11666666666667
4102,7,1,30,1,44.75,333.65,0,47.66428571428571
4104,8,1,30,3,49.55,393.45,0,49.18125
4106,24,1,30,1,93.55,2264.05,1,94.33541666666667
4108,33,1,365,3,19.45,600.25,0,18.189393939393938
4109,2,0,30,1,25.05,56.35,1,28.175
4111,22,1,365,3,65.25,1441.8,0,65.53636363636363
4113,36,1,365,4,20.35,695.85,0,19.329166666666666
4114,51,1,730,2,19.95,1028.75,0,20.17156862745098
4115,53,1,365,3,77.4,4155.95,0,78.41415094339622
4116,20,1,365,3,19.7,395.6,0,19.78
4118,40,1,30,4,74.8,2971.7,0,74.29249999999999
4119,35,1,365,2,19.15,638.0,0,18.228571428571428
4120,26,1,365,3,78.95,2034.25,0,78.24038461538461
4121,27,1,30,1,95.55,2510.2,1,92.97037037037036
4122,53,1,365,4,62.85,3419.5,0,64.51886792452831
4123,34,1,30,4,71.55,2427.35,0,71.39264705882353
4124,19,1,30,1,94.95,1760.25,0,92.64473684210526
4125,43,1,30,4,86.1,3551.65,0,82.59651162790698
4126,6,1,30,2,19.55,122.9,0,20.483333333333334
4127,56,1,730,2,24.8,1424.2,0,25.432142857142857
4128,57,0,30,1,39.3,2111.45,1,37.04298245614035
4129,34,1,30,2,84.05,2909.95,0,85.58676470588235
4130,10,0,30,1,36.25,374.0,0,37.4
4131,1,1,30,2,20.25,20.25,1,20.25
4132,13,0,30,1,23.9,300.8,1,23.138461538461538
4135,36,1,730,4,92.9,3379.25,0,93.86805555555556
4136,47,1,365,3,19.9,942.95,0,20.06276595744681
4137,12,1,30,4,20.1,232.4,0,19.366666666666667
4138,1,1,30,1,85.45,85.45,1,85.45
4139,24,1,30,1,80.5,2088.45,0,87.01875
4141,35,0,30,1,39.85,1434.6,0,40.988571428571426
4143,25,1,30,1,84.8,2043.45,1,81.738
4145,13,1,30,3,67.8,842.25,0,64.78846153846153
4146,35,1,30,1,75.2,2576.2,1,73.60571428571428
4148,29,1,30,4,19.35,601.6,0,20.7448275862069
4150,7,1,30,1,89.0,605.45,0,86.49285714285715
4151,57,0,30,1,55.0,3094.05,0,54.28157894736842
4153,27,1,365,2,20.3,595.05,0,22.038888888888888
4154,6,1,30,1,74.9,469.8,1,78.3
4156,1,1,30,2,19.75,19.75,0,19.75
4157,11,1,30,4,45.2,492.0,0,44.72727272727273
4158,39,1,730,2,25.2,987.95,0,25.33205128205128
4160,26,1,365,3,75.0,1908.35,0,73.39807692307691
4161,2,1,30,2,49.95,107.1,0,53.55
4165,6,1,30,3,87.95,522.35,0,87.05833333333334
4166,32,1,365,4,19.8,587.7,0,18.365625
4167,50,1,365,3,75.7,3876.2,0,77.524
4168,61,0,730,2,62.15,3778.85,0,61.9483606557377
4171,9,1,30,2,18.95,185.6,1,20.62222222222222
4172,1,1,30,2,19.5,19.5,0,19.5
4173,12,1,30,1,86.55,1066.9,0,88.90833333333335
4174,37,0,30,4,28.6,973.55,1,26.31216216216216
4175,61,1,365,2,20.4,1226.45,0,20.105737704918035
4176,18,1,365,3,19.8,342.3,0,19.016666666666666
4177,21,1,30,2,45.65,985.05,0,46.90714285714286
4179,12,1,30,4,73.3,828.05,0,69.00416666666666
4180,2,0,30,1,24.35,41.85,1,20.925
4183,1,0,30,2,33.6,33.6,0,33.6
4184,5,1,30,3,79.9,343.95,1,68.78999999999999
4185,1,1,30,1,20.7,20.7,0,20.7
